126500,23/05/07 00:00,TS5 5ET,T,Y,94,CLOUGH CLOSE,,MIDDLESBROUGH,MIDDLESBROUGH,MIDDLESBROUGH
265000,15/06/07 00:00,BS2 8HN,S,Y,47,ALFRED HILL,,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
150000,09/11/07 00:00,SN25 4ZP,S,N,31,WYNWARDS ROAD,,SWINDON,SWINDON,SWINDON
225000,30/07/07 00:00,SK9 3QA,S,N,24C,DELAMERE ROAD,HANDFORTH,WILMSLOW,CHESHIRE EAST,CHESHIRE EAST
125000,17/01/07 00:00,GU11 1LG,F,N,"BIRCHETT HOUSE, 48",BIRCHETT ROAD,,ALDERSHOT,RUSHMOOR,HAMPSHIRE
345000,02/04/07 00:00,W11 2ES,F,N,194 - 196,KENSINGTON PARK ROAD,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON
450000,09/07/07 00:00,E14 5SH,F,N,307,BOARDWALK PLACE,,LONDON,TOWER HAMLETS,GREATER LONDON
482000,17/08/07 00:00,OX9 2AE,D,N,WESLANS,PRIEST END,,THAME,SOUTH OXFORDSHIRE,OXFORDSHIRE
340000,11/09/07 00:00,NW10 5JH,F,N,77B,BATHURST GARDENS,,LONDON,BRENT,GREATER LONDON
220000,27/11/07 00:00,N17 6HD,F,N,277,MOUNT PLEASANT ROAD,,LONDON,HARINGEY,GREATER LONDON
193000,29/06/07 00:00,SA1 7FA,T,Y,51,BRUNEL WAY,COPPER QUARTER,SWANSEA,SWANSEA,SWANSEA
783000,21/09/07 00:00,PO15 6RR,D,N,BRANDY LOGS,SPRINGLES LANE,,FAREHAM,WINCHESTER,HAMPSHIRE
160000,31/08/07 00:00,CR8 5AA,F,N,76B,GODSTONE ROAD,,KENLEY,CROYDON,GREATER LONDON
78000,13/08/07 00:00,PO21 2AB,F,Y,71,CHICHESTER ROAD,,BOGNOR REGIS,ARUN,WEST SUSSEX
249999,11/06/07 00:00,SW13 9RU,F,N,8,CASTELNAU,,LONDON,RICHMOND UPON THAMES,GREATER LONDON
165000,20/06/07 00:00,TA23 0LH,S,N,"CHERRY TREE COTTAGE, 1",SWANSEA FARM COTTAGES,BRENDON HILL,WATCHET,WEST SOMERSET,SOMERSET
185000,29/03/07 00:00,N15 4AU,F,N,"GROUND FLOOR FLAT, 55",TYNEMOUTH ROAD,,LONDON,HARINGEY,GREATER LONDON
795000,23/10/07 00:00,LE16 9SL,S,N,THE PADDOCKS,MARSTON LANE,EAST FARNDON,MARKET HARBOROUGH,DAVENTRY,NORTHAMPTONSHIRE
350000,22/06/07 00:00,B75 5BE,D,N,88A,HILL VILLAGE ROAD,,SUTTON COLDFIELD,BIRMINGHAM,WEST MIDLANDS
128450,07/12/07 00:00,SA34 0NL,F,N,GWYNFRYN,,TAVERNSPITE,WHITLAND,PEMBROKESHIRE,PEMBROKESHIRE
160000,21/06/07 00:00,SN14 8LB,S,N,THE SWAN INN,,PENNSYLVANIA,CHIPPENHAM,SOUTH GLOUCESTERSHIRE,SOUTH GLOUCESTERSHIRE
1900000,31/05/07 00:00,DE74 2AW,D,N,11,WHITEHOLMES GROVE,KEGWORTH,DERBY,NORTH WEST LEICESTERSHIRE,LEICESTERSHIRE
169500,23/11/07 00:00,SE27 9DJ,F,N,493,NORWOOD ROAD,,LONDON,LAMBETH,GREATER LONDON
250000,19/09/07 00:00,CO13 0TW,D,N,7,BUSHELL WAY,KIRBY CROSS,FRINTON-ON-SEA,TENDRING,ESSEX
261000,13/02/04 00:00,W6 0AT,F,N,5,BENBOW ROAD,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON
105000,17/08/04 00:00,LL55 4LE,S,N,11,FRONGOCH,LLANBERIS,CAERNARFON,GWYNEDD,GWYNEDD
82500,02/08/04 00:00,SP2 7LA,F,N,134,WILTON ROAD,,SALISBURY,WILTSHIRE,WILTSHIRE
98848,12/08/04 00:00,CV36 4RA,T,N,18,THE SIDINGS,,SHIPSTON-ON-STOUR,STRATFORD-ON-AVON,WARWICKSHIRE
545000,21/06/04 00:00,TQ12 5RZ,D,N,THE WALLED GARDEN,CHURCH PATH,IPPLEPEN,NEWTON ABBOT,TEIGNBRIDGE,DEVON
279995,04/08/04 00:00,SS11 8ED,D,N,MARIEDANS,JACKS CLOSE,,WICKFORD,BASILDON,ESSEX
495000,06/09/04 00:00,EX3 0RE,D,N,CHURCHSIDE,,CLYST ST GEORGE,EXETER,EAST DEVON,DEVON
113000,25/06/04 00:00,RM13 9NJ,F,N,12,STIRLING CLOSE,,RAINHAM,HAVERING,GREATER LONDON
127500,13/10/04 00:00,GL52 2SA,F,N,7,GROSVENOR TERRACE,,CHELTENHAM,CHELTENHAM,GLOUCESTERSHIRE
42000,04/08/04 00:00,LE12 7RJ,T,N,14,CHARLES STREET,SILEBY,LOUGHBOROUGH,CHARNWOOD,LEICESTERSHIRE
135000,16/04/04 00:00,DY5 3LA,T,N,UNIT 2A,SILVER END INDUSTRIAL ESTATE,,BRIERLEY HILL,DUDLEY,WEST MIDLANDS
160000,17/09/04 00:00,TA24 6GE,S,N,10,TRINITY WAY,,MINEHEAD,WEST SOMERSET,SOMERSET
205000,14/05/04 00:00,GU4 7FG,S,N,40,DEVOIL CLOSE,,GUILDFORD,GUILDFORD,SURREY
50000,26/11/04 00:00,NE21 4HD,F,N,30,MOSSPOOL,,BLAYDON-ON-TYNE,GATESHEAD,TYNE AND WEAR
78000,06/12/04 00:00,CF63 2FH,T,N,132,GLENBROOK DRIVE,,BARRY,THE VALE OF GLAMORGAN,THE VALE OF GLAMORGAN
56000,30/01/04 00:00,CF63 2FH,T,N,132,GLENBROOK DRIVE,,BARRY,THE VALE OF GLAMORGAN,THE VALE OF GLAMORGAN
224000,15/03/04 00:00,SA43 1SA,D,N,TRESI AUR,,PENPARC,CARDIGAN,CEREDIGION,CEREDIGION
190000,03/12/04 00:00,CV37 9TW,S,N,172,,BINTON,STRATFORD-UPON-AVON,STRATFORD-ON-AVON,WARWICKSHIRE
185000,30/07/04 00:00,CV31 1AB,S,Y,38,ST FREMUND WAY,,LEAMINGTON SPA,WARWICK,WARWICKSHIRE
88500,30/09/04 00:00,BA4 6JY,F,N,ROCKLEAZE,PRESTLEIGH ROAD,EVERCREECH,SHEPTON MALLET,MENDIP,SOMERSET
109950,29/07/04 00:00,M15 4JG,F,Y,125E,CHORLTON ROAD,,MANCHESTER,MANCHESTER,GREATER MANCHESTER
175000,24/06/04 00:00,DE14 2TA,S,N,38,LORDSWELL ROAD,,BURTON-ON-TRENT,EAST STAFFORDSHIRE,STAFFORDSHIRE
695000,02/04/04 00:00,SP5 5DS,D,N,DROVE HOUSE,NEWTOWN,BROAD CHALKE,SALISBURY,WILTSHIRE,WILTSHIRE
117000,30/03/04 00:00,FY8 4UF,F,N,NEW HAMPSHIRE COURT,BLACKSMITH ROW,,LYTHAM ST ANNES,FYLDE,LANCASHIRE
35000,21/05/04 00:00,NE62 5ES,F,N,138,WOODHORN DRIVE,,CHOPPINGTON,NORTHUMBERLAND,NORTHUMBERLAND
650000,15/09/04 00:00,NW6 4BT,T,N,228,BELSIZE ROAD,,LONDON,CAMDEN,GREATER LONDON
93000,30/04/04 00:00,NE65 7SY,T,Y,2,PROVIDENCE LANE,ROTHBURY,MORPETH,NORTHUMBERLAND,NORTHUMBERLAND
190000,28/07/04 00:00,OX12 9AZ,S,N,33,BARWELL,,WANTAGE,VALE OF WHITE HORSE,OXFORDSHIRE
125000,08/10/04 00:00,CT5 4PJ,F,N,22A,LAMBS WALK,,WHITSTABLE,CANTERBURY,KENT
275000,08/10/04 00:00,GU22 9BQ,T,N,23A,LOOP ROAD,,WOKING,WOKING,SURREY
105000,21/12/04 00:00,PE33 9AG,T,N,MANOR COTTAGES,CHAPEL ROAD,BOUGHTON,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
199500,13/09/04 00:00,LA2 7FH,D,N,NEW BUTTS BARN,CLAPHAM ROAD,BENTHAM,LANCASTER,CRAVEN,NORTH YORKSHIRE
230000,07/01/04 00:00,TA3 6DA,D,N,THE ORCHARDS,MEARE GREEN,WRANTAGE,TAUNTON,TAUNTON DEANE,SOMERSET
127500,18/06/04 00:00,BS1 2ER,F,N,"TAYLORS BANK, 41",BROAD STREET,,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
140000,11/11/04 00:00,CR0 2SR,F,N,21,CAMERON ROAD,,CROYDON,CROYDON,GREATER LONDON
143500,15/10/04 00:00,GU7 2NW,F,N,21,QUARRY HILL,,GODALMING,WAVERLEY,SURREY
248500,01/07/04 00:00,TR19 7BZ,F,N,4,WHITESANDS BAY APARTMENTS,SENNEN COVE,PENZANCE,CORNWALL,CORNWALL
110000,05/03/04 00:00,LA9 7LH,T,N,STABLE COTTAGE,NATLAND MILL BECK LANE,,KENDAL,SOUTH LAKELAND,CUMBRIA
114000,17/09/04 00:00,M1 1EU,F,Y,72 - 76,NEWTON STREET,,MANCHESTER,MANCHESTER,GREATER MANCHESTER
100000,11/11/04 00:00,HR9 7AA,F,N,9,HENRY STREET,,ROSS-ON-WYE,HEREFORDSHIRE,HEREFORDSHIRE
249995,27/08/04 00:00,CM23 3SA,F,N,11A,NEW TOWN ROAD,,BISHOP'S STORTFORD,EAST HERTFORDSHIRE,HERTFORDSHIRE
325000,07/04/04 00:00,NW3 4BN,F,N,49,BELSIZE AVENUE,,LONDON,CAMDEN,GREATER LONDON
179950,15/12/04 00:00,CF35 6LP,S,Y,2,PANT TYWOD,PENCOED,BRIDGEND,BRIDGEND,BRIDGEND
445000,14/09/04 00:00,RG40 1DP,D,N,23A,RECTORY ROAD,,WOKINGHAM,WOKINGHAM,WOKINGHAM
75000,26/03/04 00:00,LL55 4YU,S,N,GWENALLT,,WAUNFAWR,CAERNARFON,GWYNEDD,GWYNEDD
192500,30/01/04 00:00,LN13 9LZ,D,N,BRIAR LODGE,ALFORD ROAD,WILLOUGHBY,ALFORD,EAST LINDSEY,LINCOLNSHIRE
108500,16/01/04 00:00,GU7 2NW,F,Y,21,QUARRY HILL,,GODALMING,WAVERLEY,SURREY
92328,08/03/04 00:00,CH66 3RR,D,N,HAWTHORN HOUSE,SMITHY LANE,LITTLE SUTTON,ELLESMERE PORT,CHESHIRE WEST AND CHESTER,CHESHIRE WEST AND CHESTER
89000,27/02/04 00:00,WN7 2TA,T,N,66,ENNERDALE ROAD,,LEIGH,WIGAN,GREATER MANCHESTER
615000,10/12/04 00:00,OX18 4AW,D,N,WESTFIELD LODGE,,SHILTON,BURFORD,WEST OXFORDSHIRE,OXFORDSHIRE
80000,04/06/04 00:00,TQ4 6DA,F,N,17,ALTA VISTA ROAD,,PAIGNTON,TORBAY,TORBAY
215000,14/10/04 00:00,M1 1JQ,F,N,"REGENTS COURT, 6",OLDHAM STREET,,MANCHESTER,MANCHESTER,GREATER MANCHESTER
119000,24/11/04 00:00,BS1 2ER,F,N,"TAYLORS BANK, 41",BROAD STREET,,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
327500,17/08/04 00:00,E14 5SH,F,N,307,BOARDWALK PLACE,,LONDON,TOWER HAMLETS,GREATER LONDON
37500,27/02/04 00:00,LS12 1SN,F,N,1B,SOUTHFIELD TERRACE,,LEEDS,LEEDS,WEST YORKSHIRE
485000,22/06/04 00:00,EN2 7DJ,F,N,"THORNBURY LODGE, 2",SLADES HILL,,ENFIELD,ENFIELD,GREATER LONDON
199950,29/04/04 00:00,LU7 4TQ,D,Y,1,BUSHELL CLOSE,,LEIGHTON BUZZARD,CENTRAL BEDFORDSHIRE,CENTRAL BEDFORDSHIRE
140000,29/04/04 00:00,E8 1AY,F,N,34B,BODNEY ROAD,,LONDON,HACKNEY,GREATER LONDON
520000,27/05/04 00:00,LE16 9SL,S,N,THE PADDOCKS,MARSTON LANE,EAST FARNDON,MARKET HARBOROUGH,DAVENTRY,NORTHAMPTONSHIRE
335000,09/09/04 00:00,SE14 5TP,T,N,67,BOUSFIELD ROAD,,LONDON,LEWISHAM,GREATER LONDON
540000,21/04/04 00:00,NW1 7BY,F,N,36,JAMESTOWN ROAD,,LONDON,CAMDEN,GREATER LONDON
100000,04/05/04 00:00,BA3 3LB,S,N,22,MAGDALENE ROAD,,RADSTOCK,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET
100000,23/11/04 00:00,TN33 0AG,F,Y,68A,HIGH STREET,,BATTLE,ROTHER,EAST SUSSEX
135000,25/06/04 00:00,M20 2PA,F,N,35,OLD LANSDOWNE ROAD,,MANCHESTER,MANCHESTER,GREATER MANCHESTER
216000,27/08/04 00:00,NR18 9JU,D,N,21,QUEEN STREET,SPOONER ROW,WYMONDHAM,SOUTH NORFOLK,NORFOLK
153000,21/05/04 00:00,SE19 3NW,F,N,30A,QUEEN MARY ROAD,UPPER NORWOOD,LONDON,CROYDON,GREATER LONDON
265000,20/09/04 00:00,SW5 9TT,F,N,9,PENYWERN ROAD,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON
79950,06/08/04 00:00,B8 2LS,F,N,"EMERALD COURT, 960A",ALUM ROCK ROAD,,BIRMINGHAM,BIRMINGHAM,WEST MIDLANDS
184950,25/06/04 00:00,CV32 4NP,F,Y,"LEOPOLD HOUSE, 1",LIVERY STREET,,LEAMINGTON SPA,WARWICK,WARWICKSHIRE
295000,30/09/04 00:00,L38 9EP,D,N,15,SANDHILLS,HIGHTOWN,LIVERPOOL,SEFTON,MERSEYSIDE
360000,29/10/04 00:00,SE10 8ND,F,Y,MAIN MILL,MUMFORD MILLS,,LONDON,GREENWICH,GREATER LONDON
185000,18/06/04 00:00,B1 3EL,F,Y,"ORB, 6",TENBY STREET,,BIRMINGHAM,BIRMINGHAM,WEST MIDLANDS
109000,02/04/04 00:00,SK23 6BD,T,N,48 - 50,LOWER LANE,CHINLEY,HIGH PEAK,HIGH PEAK,DERBYSHIRE
228000,03/03/04 00:00,RG29 1LP,F,N,84,HIGH STREET,ODIHAM,HOOK,HART,HAMPSHIRE
138000,24/05/04 00:00,BA1 2BQ,F,N,"CLARKSON HOUSE, 6",GREAT STANHOPE STREET,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET
215000,08/04/04 00:00,GL50 1JN,F,N,SELBY LODGE,CAMBRAY PLACE,,CHELTENHAM,CHELTENHAM,GLOUCESTERSHIRE
329950,06/07/04 00:00,GL56 9BJ,S,N,WILLOWBANK,GREENWAY ROAD,BLOCKLEY,MORETON-IN-MARSH,COTSWOLD,GLOUCESTERSHIRE
199000,14/10/04 00:00,M1 1JQ,F,N,"REGENTS COURT, 6",OLDHAM STREET,,MANCHESTER,MANCHESTER,GREATER MANCHESTER
137500,25/03/04 00:00,BA3 3RU,T,Y,2,MINERS GARDENS,,RADSTOCK,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET
128500,01/07/04 00:00,HP3 9ES,F,N,ELMCROFT COURT,BURNET CLOSE,,HEMEL HEMPSTEAD,DACORUM,HERTFORDSHIRE
155000,29/11/04 00:00,N17 6HD,F,N,277,MOUNT PLEASANT ROAD,,LONDON,HARINGEY,GREATER LONDON
75000,01/11/04 00:00,BS5 0UN,F,N,26,SEYMOUR ROAD,EASTON,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
46000,06/08/04 00:00,CH61 7UQ,S,N,527A,PENSBY ROAD,THINGWALL,WIRRAL,WIRRAL,MERSEYSIDE
245000,20/08/04 00:00,PE12 6AL,D,N,166,BARRIER BANK,COWBIT,SPALDING,SOUTH HOLLAND,LINCOLNSHIRE
305000,12/08/04 00:00,SW5 0AG,F,N,45,BOLTON GARDENS,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON
540000,21/04/04 00:00,NW1 7BY,F,N,36,JAMESTOWN ROAD,,LONDON,CAMDEN,GREATER LONDON
37500,27/02/04 00:00,LS12 1SN,F,N,1B,SOUTHFIELD TERRACE,,LEEDS,LEEDS,WEST YORKSHIRE
490000,20/08/04 00:00,RH12 3BH,D,N,HORNSHILL BARN,GUILDFORD ROAD,RUDGWICK,HORSHAM,HORSHAM,WEST SUSSEX
370000,13/07/04 00:00,LE16 9UD,D,Y,COOMBES FARM,WELLAND RISE,SIBBERTOFT,MARKET HARBOROUGH,DAVENTRY,NORTHAMPTONSHIRE
365000,31/03/04 00:00,YO32 5TD,D,N,SEVEN OAKS,OXCARR LANE,STRENSALL,YORK,YORK,YORK
237500,01/06/04 00:00,NW4 3YD,F,N,12 PARADE MANSIONS,VIVIAN AVENUE,,LONDON,BARNET,GREATER LONDON
307500,27/02/04 00:00,OX33 1TR,D,N,52,,LITTLEWORTH,OXFORD,SOUTH OXFORDSHIRE,OXFORDSHIRE
237500,01/06/04 00:00,NW4 3YD,F,N,12 PARADE MANSIONS,VIVIAN AVENUE,,LONDON,BARNET,GREATER LONDON
275000,02/01/04 00:00,RG30 1HA,T,Y,369 - 371,OXFORD ROAD,,READING,READING,READING
220000,22/10/04 00:00,EX39 5QS,T,N,HILLSIDE,,WOOLSERY,BIDEFORD,TORRIDGE,DEVON
108002,27/04/07 00:00,SA18 3PR,S,N,PARC GWERNEN,FFOREST FACH,TYCROES,AMMANFORD,CARMARTHENSHIRE,CARMARTHENSHIRE
375000,11/05/07 00:00,W4 4AR,F,N,425A,CHISWICK HIGH ROAD,,LONDON,HOUNSLOW,GREATER LONDON
